,VALUE DATE,STOCK CODE,STOCK NAME,EVAL MID YIELD,EVAL MID PRICE,MODIFIED DURATION,COMPOSITE LIQUIDITY SCORE (T-1),COUPON FREQUENCY,NEXT COUPON RATE,CALLABLE/PUTTABLE,REMAINING TENURE,OUTPUT PRICE,RATING TARGET,OPR level
13607,2020-05-01,DN140032,UNITAPAH 5.54% Series 17 12.06.2024,3.4019999999999997,108.124,3.611,3.0,2.0,5.54,0,60,108.361,106.14524117827534,2.5
15113,2020-06-01,DN140032,UNITAPAH 5.54% Series 17 12.06.2024,3.306,108.361,3.5380000000000003,3.3,2.0,5.54,0,60,108.09100000000001,106.14524117827534,2.0
16610,2020-07-01,DN140032,UNITAPAH 5.54% Series 17 12.06.2024,3.335,108.09100000000001,3.548,3.0,2.0,5.54,0,60,109.161,106.14524117827534,2.0
18101,2020-08-01,DN140032,UNITAPAH 5.54% Series 17 12.06.2024,3.0060000000000002,109.161,3.467,3.0,2.0,5.54,0,60,109.194,106.14524117827534,1.75
19590,2020-09-01,DN140032,UNITAPAH 5.54% Series 17 12.06.2024,2.949,109.194,3.39,2.3,2.0,5.54,0,60,108.932,106.14524117827534,1.75
21091,2020-10-01,DN140032,UNITAPAH 5.54% Series 17 12.06.2024,2.969,108.932,3.3080000000000003,2.3,2.0,5.54,0,60,108.965,106.14524117827534,1.75
12,2019-08-01,DN150002,ISLAM 5.750% 22.04.2025,3.617,101.50299999999999,0.6970000000000001,2.3,2.0,5.75,1,84,101.415,102.81034933333343,3.0
1498,2019-09-01,DN150002,ISLAM 5.750% 22.04.2025,3.463,101.415,0.609,1.7,2.0,5.75,1,84,101.285,102.81034933333343,3.0
2990,2019-10-01,DN150002,ISLAM 5.750% 22.04.2025,3.3939999999999997,101.285,0.5329999999999999,2.3,2.0,5.75,1,84,101.087,102.81034933333343,2.93
4482,2019-11-01,DN150002,ISLAM 5.750% 22.04.2025,3.408,101.087,0.465,1.7,2.0,5.75,1,84,100.897,102.81034933333343,2.92
5985,2019-12-01,DN150002,ISLAM 5.750% 22.04.2025,3.385,100.897,0.38299999999999995,1.7,2.0,5.75,1,84,100.704,102.81034933333343,2.99
7488,2020-01-01,DN150002,ISLAM 5.750% 22.04.2025,3.363,100.704,0.3,1.3,2.0,5.75,1,84,100.51799999999999,102.81034933333343,3.0
9031,2020-02-01,DN150002,ISLAM 5.750% 22.04.2025,3.2689999999999997,100.51799999999999,0.214,2.0,2.0,5.75,1,84,100.36200000000001,102.81034933333343,2.66
10561,2020-03-01,DN150002,ISLAM 5.750% 22.04.2025,3.056,100.36200000000001,0.138,1.7,2.0,5.75,1,84,100.141,102.81034933333343,2.75
13,2019-08-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,4.048,109.125,5.329,0.0,2.0,5.69,0,84,110.36,106.14524117827534,3.0
1499,2019-09-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,3.8160000000000003,110.36,5.252999999999999,0.0,2.0,5.69,0,84,109.87200000000001,106.14524117827534,3.0
2991,2019-10-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,3.8810000000000002,109.87200000000001,5.1739999999999995,0.0,2.0,5.69,0,84,109.571,106.14524117827534,2.93
4483,2019-11-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,3.9130000000000003,109.571,5.0889999999999995,0.0,2.0,5.69,0,84,109.479,106.14524117827534,2.92
5986,2019-12-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,3.909,109.479,5.006,0.0,2.0,5.69,0,84,109.471,106.14524117827534,2.99
7489,2020-01-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,3.889,109.471,5.055,0.0,2.0,5.69,0,84,110.595,106.14524117827534,3.0
9032,2020-02-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,3.662,110.595,4.98,0.0,2.0,5.69,0,84,111.64399999999999,106.14524117827534,2.66
10562,2020-03-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,3.449,111.64399999999999,4.914,0.0,2.0,5.69,0,84,108.52,106.14524117827534,2.75
12077,2020-04-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,4.001,108.52,4.808,0.0,2.0,5.69,0,84,111.104,106.14524117827534,2.5
13608,2020-05-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,3.491,111.104,4.743,0.0,2.0,5.69,0,84,111.39399999999999,106.14524117827534,2.5
15114,2020-06-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,3.411,111.39399999999999,4.671,0.0,2.0,5.69,0,84,111.05799999999999,106.14524117827534,2.0
16611,2020-07-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,3.446,111.05799999999999,4.709,0.0,2.0,5.69,0,84,112.449,106.14524117827534,2.0
18102,2020-08-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,3.1460000000000004,112.449,4.632,0.0,2.0,5.69,0,84,112.666,106.14524117827534,1.75
19591,2020-09-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,3.071,112.666,4.5569999999999995,0.0,2.0,5.69,0,84,112.37200000000001,106.14524117827534,1.75
21092,2020-10-01,DO140029,UNITAPAH 5.69% Series 20  12.12.2025,3.093,112.37200000000001,4.475,0.0,2.0,5.69,0,84,112.47200000000001,106.14524117827534,1.75
14,2019-08-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,4.018,108.39299999999999,4.976,0.0,2.0,5.64,0,84,109.499,106.14524117827534,3.0
1500,2019-09-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.7910000000000004,109.499,4.898,0.0,2.0,5.64,0,84,109.08200000000001,106.14524117827534,3.0
2992,2019-10-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.8480000000000003,109.08200000000001,4.82,0.0,2.0,5.64,0,84,108.772,106.14524117827534,2.93
4484,2019-11-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.884,108.772,4.735,0.0,2.0,5.64,0,84,108.677,106.14524117827534,2.92
5987,2019-12-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.88,108.677,4.652,0.0,2.0,5.64,0,84,108.64,106.14524117827534,2.99
7490,2020-01-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.864,108.64,4.69,0.0,2.0,5.64,0,84,109.62,106.14524117827534,3.0
9033,2020-02-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.645,109.62,4.613,0.0,2.0,5.64,0,84,110.566,106.14524117827534,2.66
10563,2020-03-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.4330000000000003,110.566,4.547,0.0,2.0,5.64,0,84,107.87700000000001,106.14524117827534,2.75
12078,2020-04-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.947,107.87700000000001,4.445,0.0,2.0,5.64,0,84,110.12299999999999,106.14524117827534,2.5
13609,2020-05-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.4589999999999996,110.12299999999999,4.376,0.0,2.0,5.64,0,84,110.39399999999999,106.14524117827534,2.5
15115,2020-06-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.375,110.39399999999999,4.303999999999999,0.0,2.0,5.64,0,60,110.07700000000001,106.14524117827534,2.0
16612,2020-07-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.409,110.07700000000001,4.332,0.0,2.0,5.64,0,60,111.368,106.14524117827534,2.0
18103,2020-08-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.1,111.368,4.254,0.0,2.0,5.64,0,60,111.529,106.14524117827534,1.75
19592,2020-09-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.029,111.529,4.178999999999999,0.0,2.0,5.64,0,60,111.23299999999999,106.14524117827534,1.75
21093,2020-10-01,DO140030,UNITAPAH 5.64% Series 19 12.06.2025,3.053,111.23299999999999,4.0969999999999995,0.0,2.0,5.64,0,60,111.303,106.14524117827534,1.75
15,2019-08-01,DP080045,PIYS 0% 31.01.2020,3.6439999999999997,101.126,0.488,0.0,2.0,5.95,0,6,100.945,106.51547841726614,3.0
1501,2019-09-01,DP080045,PIYS 0% 31.01.2020,3.5789999999999997,100.945,0.402,0.0,2.0,5.95,0,6,100.791,106.51547841726614,3.0
2993,2019-10-01,DP080045,PIYS 0% 31.01.2020,3.5010000000000003,100.791,0.32799999999999996,0.0,2.0,5.95,0,6,100.581,106.51547841726614,2.93
4485,2019-11-01,DP080045,PIYS 0% 31.01.2020,3.5260000000000002,100.581,0.245,0.0,2.0,5.95,0,3,100.39,106.51547841726614,2.92
5988,2019-12-01,DP080045,PIYS 0% 31.01.2020,3.4760000000000004,100.39,0.162,0.0,2.0,5.95,0,3,100.19,106.51547841726614,2.99
16,2019-08-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,4.11,110.508,6.004,0.0,2.0,5.78,0,120,111.936,106.14524117827534,3.0
1502,2019-09-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,3.8789999999999996,111.936,5.932,0.0,2.0,5.78,0,120,111.322,106.14524117827534,3.0
2994,2019-10-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,3.955,111.322,5.852,0.0,2.0,5.78,0,120,111.045,106.14524117827534,2.93
4486,2019-11-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,3.98,111.045,5.767,0.0,2.0,5.78,0,120,110.95299999999999,106.14524117827534,2.92
5989,2019-12-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,3.977,110.95299999999999,5.683,0.0,2.0,5.78,0,84,110.991,106.14524117827534,2.99
7491,2020-01-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,3.9530000000000003,110.991,5.751,0.0,2.0,5.78,0,84,112.399,106.14524117827534,3.0
9034,2020-02-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,3.713,112.399,5.68,0.0,2.0,5.78,0,84,113.738,106.14524117827534,2.66
10564,2020-03-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,3.485,113.738,5.619,0.0,2.0,5.78,0,84,109.667,106.14524117827534,2.75
12079,2020-04-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,4.112,109.667,5.499,0.0,2.0,5.78,0,84,112.95700000000001,106.14524117827534,2.5
13610,2020-05-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,3.56,112.95700000000001,5.445,0.0,2.0,5.78,0,84,113.29799999999999,106.14524117827534,2.5
15116,2020-06-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,3.484,113.29799999999999,5.374,0.0,2.0,5.78,0,84,112.935,106.14524117827534,2.0
16613,2020-07-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,3.5189999999999997,112.935,5.428999999999999,0.0,2.0,5.78,0,84,114.527,106.14524117827534,2.0
18104,2020-08-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,3.2319999999999998,114.527,5.356,0.0,2.0,5.78,0,84,114.815,106.14524117827534,1.75
19593,2020-09-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,3.158,114.815,5.282,0.0,2.0,5.78,0,84,114.573,106.14524117827534,1.75
21094,2020-10-01,DP140005,UNITAPAH 5.78% Series 22 11.12.2026,3.1689999999999996,114.573,5.2010000000000005,0.0,2.0,5.78,0,84,114.734,106.14524117827534,1.75
17,2019-08-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,4.082,109.772,5.672999999999999,0.0,2.0,5.73,0,84,111.12,106.14524117827534,3.0
1503,2019-09-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,3.8480000000000003,111.12,5.6,0.0,2.0,5.73,0,84,110.569,106.14524117827534,3.0
2995,2019-10-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,3.9189999999999996,110.569,5.52,0.0,2.0,5.73,0,84,110.28200000000001,106.14524117827534,2.93
4487,2019-11-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,3.947,110.28200000000001,5.435,0.0,2.0,5.73,0,84,110.193,106.14524117827534,2.92
5990,2019-12-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,3.943,110.193,5.352,0.0,2.0,5.73,0,84,110.208,106.14524117827534,2.99
7492,2020-01-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,3.9210000000000003,110.208,5.41,0.0,2.0,5.73,0,84,111.469,106.14524117827534,3.0
9035,2020-02-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,3.688,111.469,5.337000000000001,0.0,2.0,5.73,0,84,112.675,106.14524117827534,2.66
10565,2020-03-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,3.465,112.675,5.274,0.0,2.0,5.73,0,84,109.084,106.14524117827534,2.75
12080,2020-04-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,4.056,109.084,5.16,0.0,2.0,5.73,0,84,112.025,106.14524117827534,2.5
13611,2020-05-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,3.523,112.025,5.101,0.0,2.0,5.73,0,84,112.337,106.14524117827534,2.5
15117,2020-06-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,3.446,112.337,5.03,0.0,2.0,5.73,0,84,111.993,106.14524117827534,2.0
16614,2020-07-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,3.48,111.993,5.0760000000000005,0.0,2.0,5.73,0,84,113.486,106.14524117827534,2.0
18105,2020-08-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,3.187,113.486,5.001,0.0,2.0,5.73,0,84,113.742,106.14524117827534,1.75
19594,2020-09-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,3.112,113.742,4.927,0.0,2.0,5.73,0,84,113.45700000000001,106.14524117827534,1.75
21095,2020-10-01,DP140028,UNITAPAH 5.73% Series 21 12.06.2026,3.1310000000000002,113.45700000000001,4.845,0.0,2.0,5.73,0,84,113.589,106.14524117827534,1.75
18,2019-08-01,DQ080044,PIYS 0% 29.01.2021,3.8310000000000004,103.18799999999999,1.422,0.0,2.0,6.05,0,24,103.175,106.51547841726614,3.0
1504,2019-09-01,DQ080044,PIYS 0% 29.01.2021,3.702,103.175,1.335,0.0,2.0,6.05,0,24,103.079,106.51547841726614,3.0
2996,2019-10-01,DQ080044,PIYS 0% 29.01.2021,3.6460000000000004,103.079,1.26,0.0,2.0,6.05,0,24,102.876,106.51547841726614,2.93
4488,2019-11-01,DQ080044,PIYS 0% 29.01.2021,3.654,102.876,1.178,0.0,2.0,6.05,0,24,102.71700000000001,106.51547841726614,2.92
5991,2019-12-01,DQ080044,PIYS 0% 29.01.2021,3.627,102.71700000000001,1.095,0.0,2.0,6.05,0,24,102.566,106.51547841726614,2.99
7493,2020-01-01,DQ080044,PIYS 0% 29.01.2021,3.588,102.566,1.012,0.0,2.0,6.05,0,12,102.448,106.51547841726614,3.0
9036,2020-02-01,DQ080044,PIYS 0% 29.01.2021,3.502,102.448,0.955,0.0,2.0,6.05,0,12,102.45299999999999,106.51547841726614,2.66
10566,2020-03-01,DQ080044,PIYS 0% 29.01.2021,3.286,102.45299999999999,0.88,0.0,2.0,6.05,0,12,102.16799999999999,106.51547841726614,2.75
12081,2020-04-01,DQ080044,PIYS 0% 29.01.2021,3.363,102.16799999999999,0.799,0.0,2.0,6.05,0,12,102.06299999999999,106.51547841726614,2.5
13612,2020-05-01,DQ080044,PIYS 0% 29.01.2021,3.185,102.06299999999999,0.71,0.0,2.0,6.05,0,12,102.04,106.51547841726614,2.5
15118,2020-06-01,DQ080044,PIYS 0% 29.01.2021,2.897,102.04,0.636,0.0,2.0,6.05,0,12,101.786,106.51547841726614,2.0
16615,2020-07-01,DQ080044,PIYS 0% 29.01.2021,2.9010000000000002,101.786,0.5539999999999999,0.0,2.0,6.05,0,6,101.64399999999999,106.51547841726614,2.0
18106,2020-08-01,DQ080044,PIYS 0% 29.01.2021,2.6239999999999997,101.64399999999999,0.48,0.0,2.0,6.05,0,6,101.41,106.51547841726614,1.75
19595,2020-09-01,DQ080044,PIYS 0% 29.01.2021,2.541,101.41,0.40299999999999997,0.0,2.0,6.05,0,6,101.118,106.51547841726614,1.75
21096,2020-10-01,DQ080044,PIYS 0% 29.01.2021,2.565,101.118,0.32299999999999995,0.0,2.0,6.05,0,3,100.85799999999999,106.51547841726614,1.75
19,2019-08-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,4.138,111.18299999999999,6.329,0.0,2.0,5.82,0,120,112.685,106.14524117827534,3.0
1505,2019-09-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,3.91,112.685,6.26,0.0,2.0,5.82,0,120,112.014,106.14524117827534,3.0
2997,2019-10-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,3.99,112.014,6.178,0.0,2.0,5.82,0,120,111.742,106.14524117827534,2.93
4489,2019-11-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,4.013,111.742,6.093,0.0,2.0,5.82,0,120,111.647,106.14524117827534,2.92
5992,2019-12-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,4.011,111.647,6.01,0.0,2.0,5.82,0,120,111.698,106.14524117827534,2.99
7494,2020-01-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,3.987,111.698,6.086,0.0,2.0,5.82,0,120,113.25,106.14524117827534,3.0
9037,2020-02-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,3.741,113.25,6.018,0.0,2.0,5.82,0,120,114.75399999999999,106.14524117827534,2.66
10567,2020-03-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,3.5039999999999996,114.75399999999999,5.96,0.0,2.0,5.82,0,120,110.215,106.14524117827534,2.75
12082,2020-04-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,4.1610000000000005,110.215,5.831,0.0,2.0,5.82,0,120,113.82700000000001,106.14524117827534,2.5
13613,2020-05-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,3.596,113.82700000000001,5.7829999999999995,0.0,2.0,5.82,0,120,114.205,106.14524117827534,2.5
15119,2020-06-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,3.52,114.205,5.712999999999999,0.0,2.0,5.82,0,84,113.829,106.14524117827534,2.0
16616,2020-07-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,3.555,113.829,5.777,0.0,2.0,5.82,0,84,115.515,106.14524117827534,2.0
18107,2020-08-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,3.2739999999999996,115.515,5.706,2.3,2.0,5.82,0,84,115.84,106.14524117827534,1.75
19596,2020-09-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,3.2,115.84,5.632000000000001,3.3,2.0,5.82,0,84,115.62899999999999,106.14524117827534,1.75
21097,2020-10-01,DQ140004,UNITAPAH 5.82% Series 23 11.06.2027,3.2060000000000004,115.62899999999999,5.551,3.0,2.0,5.82,0,84,115.807,106.14524117827534,1.75
20,2019-08-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,4.1610000000000005,111.954,6.641,0.0,2.0,5.87,0,120,113.51299999999999,106.14524117827534,3.0
1506,2019-09-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,3.938,113.51299999999999,6.574,0.0,2.0,5.87,0,120,112.803,106.14524117827534,3.0
2998,2019-10-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,4.019,112.803,6.4910000000000005,0.0,2.0,5.87,0,120,112.515,106.14524117827534,2.93
4490,2019-11-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,4.043,112.515,6.405,0.0,2.0,5.87,0,120,112.40799999999999,106.14524117827534,2.92
5993,2019-12-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,4.043,112.40799999999999,6.322,0.0,2.0,5.87,0,120,112.462,106.14524117827534,2.99
7495,2020-01-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,4.02,112.462,6.407,0.0,2.0,5.87,0,120,114.163,106.14524117827534,3.0
9038,2020-02-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,3.7680000000000002,114.163,6.3420000000000005,0.0,2.0,5.87,0,120,115.786,106.14524117827534,2.66
10568,2020-03-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,3.529,115.786,6.2860000000000005,0.0,2.0,5.87,0,120,110.809,106.14524117827534,2.75
12083,2020-04-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,4.209,110.809,6.149,0.0,2.0,5.87,0,120,114.693,106.14524117827534,2.5
13614,2020-05-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,3.639,114.693,6.108,0.0,2.0,5.87,0,120,115.10600000000001,106.14524117827534,2.5
15120,2020-06-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,3.563,115.10600000000001,6.039,0.0,2.0,5.87,0,120,114.71700000000001,106.14524117827534,2.0
16617,2020-07-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,3.5980000000000003,114.71700000000001,6.11,0.0,2.0,5.87,0,120,116.488,106.14524117827534,2.0
18108,2020-08-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,3.323,116.488,6.041,0.0,2.0,5.87,0,120,116.87799999999999,106.14524117827534,1.75
19597,2020-09-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,3.245,116.87799999999999,5.968999999999999,3.3,2.0,5.87,0,120,116.68799999999999,106.14524117827534,1.75
21098,2020-10-01,DQ140027,UNITAPAH 5.87% Series 24 10.12.2027,3.248,116.68799999999999,5.888,3.0,2.0,5.87,0,120,116.90899999999999,106.14524117827534,1.75
21,2019-08-01,DR052766,SPRINT 0% 27.12.2019,3.761,101.01100000000001,0.39899999999999997,0.0,2.0,6.3,0,6,100.821,103.00294582723276,3.0
1507,2019-09-01,DR052766,SPRINT 0% 27.12.2019,3.642,100.821,0.31,0.0,2.0,6.3,0,3,100.63,103.00294582723276,3.0
2999,2019-10-01,DR052766,SPRINT 0% 27.12.2019,3.6,100.63,0.235,0.0,2.0,6.3,0,3,100.41,103.00294582723276,2.93
4491,2019-11-01,DR052766,SPRINT 0% 27.12.2019,3.5639999999999996,100.41,0.151,0.0,2.0,6.3,0,3,100.184,103.00294582723276,2.92
22,2019-08-01,DR080043,PIYS 0% 31.01.2022,3.95,105.18299999999999,2.311,0.0,2.0,6.15,0,36,105.40799999999999,106.51547841726614,3.0
1508,2019-09-01,DR080043,PIYS 0% 31.01.2022,3.7769999999999997,105.40799999999999,2.225,0.0,2.0,6.15,0,36,105.274,106.51547841726614,3.0
3000,2019-10-01,DR080043,PIYS 0% 31.01.2022,3.763,105.274,2.151,0.0,2.0,6.15,0,36,105.113,106.51547841726614,2.93
4492,2019-11-01,DR080043,PIYS 0% 31.01.2022,3.753,105.113,2.068,0.0,2.0,6.15,0,36,104.98700000000001,106.51547841726614,2.92
5994,2019-12-01,DR080043,PIYS 0% 31.01.2022,3.7260000000000004,104.98700000000001,1.986,0.0,2.0,6.15,0,36,104.837,106.51547841726614,2.99
7496,2020-01-01,DR080043,PIYS 0% 31.01.2022,3.7089999999999996,104.837,1.903,0.0,2.0,6.15,0,36,104.874,106.51547841726614,3.0
9039,2020-02-01,DR080043,PIYS 0% 31.01.2022,3.592,104.874,1.8730000000000002,0.0,2.0,6.15,0,24,105.102,106.51547841726614,2.66
10569,2020-03-01,DR080043,PIYS 0% 31.01.2022,3.3739999999999997,105.102,1.7990000000000002,0.0,2.0,6.15,0,24,104.479,106.51547841726614,2.75
12084,2020-04-01,DR080043,PIYS 0% 31.01.2022,3.5989999999999998,104.479,1.716,0.0,2.0,6.15,0,24,104.762,106.51547841726614,2.5
13615,2020-05-01,DR080043,PIYS 0% 31.01.2022,3.31,104.762,1.63,0.0,2.0,6.15,0,24,104.91,106.51547841726614,2.5
15121,2020-06-01,DR080043,PIYS 0% 31.01.2022,3.0980000000000003,104.91,1.556,0.0,2.0,6.15,0,24,104.649,106.51547841726614,2.0
16618,2020-07-01,DR080043,PIYS 0% 31.01.2022,3.114,104.649,1.475,0.0,2.0,6.15,0,24,104.837,106.51547841726614,2.0
18109,2020-08-01,DR080043,PIYS 0% 31.01.2022,2.8160000000000003,104.837,1.429,0.0,2.0,6.15,0,24,104.745,106.51547841726614,1.75
19598,2020-09-01,DR080043,PIYS 0% 31.01.2022,2.7030000000000003,104.745,1.3519999999999999,0.0,2.0,6.15,0,24,104.436,106.51547841726614,1.75
21099,2020-10-01,DR080043,PIYS 0% 31.01.2022,2.7310000000000003,104.436,1.271,0.0,2.0,6.15,0,24,104.27600000000001,106.51547841726614,1.75
23,2019-08-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,4.215,113.37899999999999,7.25,2.0,2.0,5.96,0,120,115.07799999999999,106.14524117827534,3.0
1509,2019-09-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,3.997,115.07799999999999,7.187,2.0,2.0,5.96,0,120,114.33,106.14524117827534,3.0
3001,2019-10-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,4.075,114.33,7.102,2.0,2.0,5.96,0,120,114.01,106.14524117827534,2.93
4493,2019-11-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,4.101,114.01,7.016,0.0,2.0,5.96,0,120,113.913,106.14524117827534,2.92
5995,2019-12-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,4.1,113.913,6.933,0.0,2.0,5.96,0,120,113.98200000000001,106.14524117827534,2.99
7497,2020-01-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,4.078,113.98200000000001,7.034,0.0,2.0,5.96,0,120,115.985,106.14524117827534,3.0
9040,2020-02-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,3.815,115.985,6.976,0.0,2.0,5.96,0,120,117.819,106.14524117827534,2.66
10570,2020-03-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,3.576,117.819,6.926,0.0,2.0,5.96,0,120,112.054,106.14524117827534,2.75
12085,2020-04-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,4.284,112.054,6.771,0.0,2.0,5.96,0,120,116.36200000000001,106.14524117827534,2.5
13616,2020-05-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,3.72,116.36200000000001,6.7410000000000005,0.0,2.0,5.96,0,120,116.87799999999999,106.14524117827534,2.5
15122,2020-06-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,3.64,116.87799999999999,6.6739999999999995,2.7,2.0,5.96,0,120,116.42399999999999,106.14524117827534,2.0
16619,2020-07-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,3.68,116.42399999999999,6.761,2.3,2.0,5.96,0,120,118.35600000000001,106.14524117827534,2.0
18110,2020-08-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,3.4160000000000004,118.35600000000001,6.697,2.3,2.0,5.96,0,120,118.83,106.14524117827534,1.75
19599,2020-09-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,3.3369999999999997,118.83,6.626,2.0,2.0,5.96,0,120,118.62,106.14524117827534,1.75
21100,2020-10-01,DR140025,UNITAPAH 5.96% Series 26 12.12.2028,3.343,118.62,6.545,2.0,2.0,5.96,0,120,118.87799999999999,106.14524117827534,1.75
24,2019-08-01,DR140026,UNITAPAH 5.92% Series 25 12.06.2028,4.186,112.72399999999999,6.952000000000001,0.0,2.0,5.92,0,120,114.352,106.14524117827534,3.0
1510,2019-09-01,DR140026,UNITAPAH 5.92% Series 25 12.06.2028,3.966,114.352,6.8870000000000005,0.0,2.0,5.92,0,120,113.59299999999999,106.14524117827534,3.0
